company_id,company_name,legal_form,sector,region,size_category,founded_year,age_years,employees,revenues_mdl,assets_mdl,liabilities_mdl,equity_mdl,bank_borrowings_mdl,trade_payables_mdl,intercompany_loans_in_mdl,ebitda_margin,net_margin,interest_coverage,current_ratio,quick_ratio,working_capital_to_assets,retained_earnings_to_assets,roa,roe,sales_growth,probability_of_distress,distress_flag,network_out_degree,network_in_degree,out_exposure_total_mdl,in_exposure_total_mdl,contagion_index_equity_at_risk,vulnerability_bucket,top5_counterparty_share_out
CO103778,Compania G778 Ștefan Vodă SA,SA,G-Comerț cu ridicata&amănuntul,Hîncești,Mici,2024,1,19,11990006.21,11397927.46,5730647.25,5667280.21,3616897.97,1708181.88,190898.48,0.2046,0.1151,4.07,1.51,1.06,0.121,0.296,0.121,0.243,0.206,0.004,0,6,9,1150837.72,8714073.97,0.086,Foarte scăzut,0.95
CO103779,Compania N779 Leova SRL,SRL,N-Servicii administrative,Briceni,Mici,2024,1,32,9549319.89,10016009.43,6880037.87,3135971.56,3776145.5,1110408.23,287105.72,0.2611,0.2157,4.2,1.87,1.21,0.206,0.118,0.206,0.5,0.275,0.002,0,10,12,18784768.54,15189645.03,2.268,Sever,0.883
CO103780,Compania J780 Cantemir SRL,SRL,J-Informații&Comunicații,Edineț,Mici,2014,11,49,16021507.75,20323296.97,13937602.12,6385694.86,7325023.03,2877625.21,1038303.2,0.1793,0.1399,2.9,0.51,0.42,0.066,0.532,0.11,0.351,0.225,0.0755,0,8,14,4624595.68,23766048.81,0.262,Scăzut,0.957
CO103781,Compania F781 Briceni SRL,SRL,F-Construcții,Soroca,Micro,2016,9,11,2728016.59,3323017.21,985791.79,2337225.41,467541.68,164167.21,33711.44,0.1287,0.081,5.99,1.3,1.18,0.249,0.264,0.066,0.095,-0.039,0.0071,0,8,9,6779023.29,12265220.6,1.895,Ridicat,0.871
CO103782,Compania D782 Cantemir II,II,D-Energie/Electricitate,Sîngerei,Mijlocii,2016,9,109,83237874.61,89790433.19,68577154.31,21213278.88,39448071.71,12848181.05,2794504.71,0.1103,0.0254,1.9,1.72,1.29,0.04,0.226,0.024,0.099,-0.171,0.0074,0,5,9,4071770.09,28532771.17,0.067,Foarte scăzut,1.0
CO103783,Compania N783 Ungheni SA,SA,N-Servicii administrative,Basarabeasca,Mici,2004,21,27,6371588.64,7662046.38,4128314.03,3533732.35,2944133.54,613178.96,241409.71,0.0634,0.0282,1.43,1.33,0.98,0.045,0.094,0.023,0.051,0.458,0.0192,0,10,7,9999525.29,4697591.47,0.839,Ridicat,0.875
CO103784,Compania I784 Hîncești SRL,SRL,I-HoReCa,Ungheni,Mici,2016,9,31,21840746.96,20533025.12,7504417.68,13028607.44,3769876.14,1705552.3,529122.99,0.2939,0.223,19.32,1.02,0.74,0.312,0.33,0.237,0.374,0.001,0.0027,0,7,14,13779908.91,13878142.28,0.348,Moderat,0.947
CO103785,Compania J785 Soroca SRL,SRL,J-Informații&Comunicații,Fălești,Micro,2011,14,7,2575390.73,3015668.69,2226958.99,788709.71,1414229.21,587756.01,164404.7,0.1297,0.0855,3.05,2.11,1.65,0.057,-0.001,0.073,0.279,-0.14,0.0107,0,6,10,8837703.12,7423182.6,3.135,Sever,0.986
CO103786,Compania F786 Ungheni SRL,SRL,F-Construcții,Telenești,Micro,1999,26,6,1990778.72,2010455.15,377177.88,1633277.26,160992.52,73472.34,25241.82,0.1231,0.1023,11.83,1.12,0.7,-0.145,0.197,0.101,0.125,0.299,0.0088,0,6,4,4156208.42,9422868.0,1.04,Ridicat,0.964
CO103787,Compania R787 Edineț SRL,SRL,R-Cultură&Recreere,Strășeni,Mici,2013,12,43,15803099.52,18481032.53,10618446.24,7862586.29,6885796.24,1220810.13,662304.34,0.0334,-0.0901,0.59,1.61,1.31,0.227,0.178,-0.077,-0.181,-0.05,0.0165,0,12,6,11630104.96,32090947.87,0.673,Moderat,0.764
CO103788,Compania F788 Nisporeni SRL,SRL,F-Construcții,Cahul,Mici,1997,28,25,14553368.04,16435474.41,4113876.9,12321597.5,1651586.27,833631.09,369936.7,0.0155,-0.0683,1.16,1.47,1.25,0.055,0.268,-0.06,-0.081,0.084,0.0095,0,8,10,9358599.06,12248865.23,0.232,Scăzut,0.896
CO103789,Compania D789 Strășeni SRL,SRL,D-Energie/Electricitate,Cimișlia,Micro,2021,4,4,11064922.27,16635149.4,10782938.62,5852210.78,5338948.44,1220612.13,465836.24,0.0958,0.0985,3.44,1.28,0.6,0.24,0.142,0.065,0.186,-0.073,0.0151,0,8,14,17816470.21,21304242.53,2.644,Sever,0.945
CO103790,Compania C790 Soroca SRL,SRL,C-Industrie prelucrătoare,Soroca,Micro,2018,7,8,441066.24,1000000.0,565681.5,434318.5,408584.84,168081.47,33719.5,0.0787,0.0332,0.6,0.93,0.58,0.163,0.096,0.015,0.034,-0.076,0.2576,1,9,7,15100304.8,14163690.41,10.0,Sever,0.929
CO103791,Compania C791 Soroca SRL,SRL,C-Industrie prelucrătoare,Dubăsari,Mijlocii,2023,2,155,83797310.0,67999691.09,32533966.3,35465724.79,18977970.81,8117400.95,1425998.72,0.1519,0.1251,8.22,1.48,0.95,0.133,0.326,0.154,0.296,0.138,0.001,0,17,12,17376236.73,35554861.63,0.179,Scăzut,0.726
CO103792,Compania G792 Drochia SRL,SRL,G-Comerț cu ridicata&amănuntul,Taraclia,Micro,2024,1,14,1419328.48,2126507.53,1150633.88,975873.65,493449.28,151741.32,112088.42,0.0398,-0.0493,0.96,1.23,1.08,0.259,0.166,-0.033,-0.072,0.088,0.0659,0,13,10,25035841.22,15280563.93,10.0,Sever,0.952
CO103793,Compania F793 UTA Găgăuzia SRL,SRL,F-Construcții,Telenești,Micro,1996,29,3,5040781.7,5407341.21,3346821.84,2060519.37,1847423.29,939586.26,265029.5,0.301,0.2339,6.15,0.95,0.53,0.21,0.288,0.218,0.5,0.042,0.0201,0,12,9,19788460.55,11021327.69,2.426,Sever,0.851
CO103794,Compania F794 Fălești SRL,SRL,F-Construcții,Strășeni,Mijlocii,2013,12,141,61426412.49,48610807.95,20201550.13,28409257.82,8303407.32,2559831.78,821603.0,0.1094,0.0417,7.88,1.91,1.35,-0.229,0.258,0.053,0.09,0.141,0.0008,0,12,8,21087410.18,6618174.21,0.414,Moderat,0.858
CO103795,Compania G795 Strășeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Soroca,Micro,2003,22,8,1700339.2,2552977.49,1610249.05,942728.44,793588.69,215725.47,115560.15,0.1345,0.1487,3.56,1.61,1.07,0.124,-0.148,0.099,0.268,0.136,0.0136,0,8,10,10994710.07,9581506.02,3.675,Sever,0.929
CO103796,Compania A796 Hîncești SRL,SRL,A-Agricultură,Ungheni,Micro,1993,32,10,3482138.04,4432651.42,1440867.87,2991783.55,922118.62,386138.99,137840.19,0.248,0.1486,10.98,1.43,0.92,0.127,-0.062,0.117,0.173,0.11,0.0028,0,8,16,7210422.76,31413482.04,0.892,Ridicat,0.918
CO103797,Compania J797 Chișinău SRL,SRL,J-Informații&Comunicații,Nisporeni,Micro,2006,19,12,2736864.82,2888103.19,1128242.04,1759861.15,753726.44,291268.25,65652.52,0.0833,0.0237,3.15,1.14,1.12,0.084,0.316,0.022,0.037,-0.168,0.045,0,10,7,2718127.06,1926815.86,0.551,Moderat,0.79
CO103798,Compania A798 Edineț SRL,SRL,A-Agricultură,Dubăsari,Micro,1999,26,3,1458584.77,2050278.49,1242680.5,807598.0,457644.13,346564.05,106081.33,0.158,0.0975,6.28,1.07,0.85,0.188,0.329,0.069,0.176,-0.01,0.0319,0,16,9,11533575.88,3503258.71,3.576,Sever,0.627
CO103799,Compania N799 Căușeni SRL,SRL,N-Servicii administrative,Edineț,Mici,2015,10,4,10128028.75,8142229.16,2721194.12,5421035.05,1255495.28,749368.97,125798.67,0.3253,0.25,23.48,1.51,1.36,0.152,0.001,0.3,0.467,0.218,0.0011,0,10,9,8690198.59,9577850.72,0.485,Moderat,0.873
CO103800,Compania H800 Chișinău SA,SA,H-Transport&Depozitare,Șoldănești,Mijlocii,1992,33,56,33133208.62,37625943.65,10444210.46,27181733.19,3776746.72,3046266.0,955397.36,0.3013,0.25,18.34,2.04,1.35,0.287,0.033,0.22,0.305,-0.001,0.0001,0,14,9,19779306.65,5373897.04,0.272,Scăzut,0.789
CO103801,Compania N801 UTA Găgăuzia SRL,SRL,N-Servicii administrative,Telenești,Micro,2012,13,7,8271069.89,11188762.88,8581932.4,2606830.48,3191768.93,1723758.53,850936.65,0.2039,0.1682,4.36,0.29,0.05,0.076,0.114,0.124,0.5,-0.104,0.2054,0,11,8,17921945.61,4122741.98,4.019,Sever,0.905
CO103802,Compania K802 Chișinău SRL,SRL,K-Financiar,Dondușeni,Mici,2011,14,26,11178758.32,11947076.79,9327448.2,2619628.59,6293804.49,1634837.2,738624.1,0.0077,-0.0988,0.19,1.52,0.86,0.116,0.102,-0.092,-0.422,0.026,0.0579,0,8,6,11348267.25,4754121.21,1.268,Ridicat,0.97
CO103803,Compania F803 Florești SRL,SRL,F-Construcții,Leova,Micro,1993,32,2,6349287.51,6262683.48,4014559.17,2248124.31,2664470.4,701316.24,356127.05,0.2385,0.1893,4.52,1.54,1.02,0.098,0.009,0.192,0.5,0.007,0.0093,0,6,11,5852577.39,10104277.91,2.227,Sever,0.982
CO103804,Compania G804 Telenești SRL,SRL,G-Comerț cu ridicata&amănuntul,Criuleni,Mijlocii,2023,2,124,57591418.07,59138271.19,42976388.91,16161882.28,15813361.83,7476260.69,1638938.63,0.19,0.1532,5.57,1.61,1.31,0.315,0.23,0.149,0.5,0.1,0.0014,0,14,12,24754732.19,7253114.33,0.679,Moderat,0.849
CO103805,Compania F805 Edineț SRL,SRL,F-Construcții,Cantemir,Mici,2017,8,24,25242767.43,27289008.71,9282980.13,18006028.59,5381961.86,2348050.1,280957.37,0.1733,0.1658,5.67,1.23,0.48,0.054,-0.029,0.153,0.233,-0.035,0.0042,0,11,5,51722127.85,9573298.51,2.691,Sever,0.965
CO103806,Compania G806 Dondușeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Hîncești,Mijlocii,2012,13,60,89490622.75,94035035.02,64793874.37,29241160.65,43469839.52,6902563.02,4262620.39,0.1853,0.1013,3.03,1.17,0.81,0.095,0.106,0.096,0.31,0.39,0.0047,0,14,12,20853611.02,8864947.02,0.225,Scăzut,0.761
CO103807,Compania G807 Glodeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Glodeni,Mici,2011,14,34,21718495.74,22826463.02,13889343.2,8937119.82,7449638.01,2130170.64,465501.25,0.1152,0.0725,2.17,1.26,1.07,0.263,0.114,0.069,0.176,0.247,0.0097,0,11,8,17520114.33,4395596.85,0.737,Ridicat,0.865
CO103808,Compania C808 Cahul II,II,C-Industrie prelucrătoare,Soroca,Micro,2005,20,4,1189580.11,1609759.41,1239536.31,370223.11,441888.83,333533.03,79065.09,0.2065,0.174,8.07,2.09,1.84,0.049,0.104,0.129,0.5,0.239,0.0033,0,14,9,8091964.46,8315378.49,6.811,Sever,0.716
CO103809,Compania Q809 Cimișlia SRL,SRL,Q-Sănătate&Asistență,Dubăsari,Mijlocii,2017,8,75,43495743.95,49622131.0,41550493.93,8071637.06,17646084.98,8505022.31,3517598.91,0.0524,0.0116,1.1,1.03,0.87,-0.046,0.145,0.01,0.062,-0.033,0.0881,0,15,15,6692366.82,23604481.24,0.28,Scăzut,0.515
CO103810,Compania A810 UTA Găgăuzia SRL,SRL,A-Agricultură,Rezina,Micro,1992,33,5,3894982.15,4861308.71,1595472.56,3265836.14,948068.72,227740.81,147618.27,0.2305,0.1713,11.31,2.14,1.64,0.114,-0.2,0.137,0.204,0.142,0.0005,0,19,16,20087768.06,9306148.6,2.056,Sever,0.744
CO103811,Compania K811 Ialoveni SA,SA,K-Financiar,UTA Găgăuzia,Mijlocii,2023,2,108,82848964.24,72087181.47,34248469.99,37838711.48,13901291.48,8864409.92,1085307.67,0.1277,0.1014,6.18,1.52,0.97,0.132,-0.057,0.117,0.222,0.121,0.0011,0,11,11,19705225.78,11556857.96,0.114,Scăzut,0.895
CO103812,Compania H812 Cimișlia SRL,SRL,H-Transport&Depozitare,Drochia,Mari,2016,9,819,565656164.94,578953198.56,325822679.7,253130518.87,175618081.23,92701740.32,29476710.95,0.079,0.0581,2.35,0.9,0.86,0.362,-0.015,0.057,0.13,-0.334,0.0067,0,9,8,20456095.49,9841547.45,0.024,Foarte scăzut,0.891
CO103813,Compania G813 Dubăsari SA,SA,G-Comerț cu ridicata&amănuntul,Drochia,Micro,1997,28,5,1594255.23,2279872.43,1772390.87,507481.57,821993.2,251459.39,68269.64,0.1523,0.1012,2.22,0.63,0.16,0.254,0.219,0.071,0.318,-0.067,0.262,1,12,16,10268123.71,9739282.77,8.653,Sever,0.837
CO103814,Compania A814 Șoldănești SA,SA,A-Agricultură,Hîncești,Mici,2018,7,31,4617698.36,4551919.05,3466375.09,1085543.95,2206491.84,805440.01,250272.57,0.1352,0.1091,8.03,1.22,0.88,0.306,0.218,0.111,0.464,-0.154,0.0216,0,5,14,2839596.25,23585977.58,0.772,Ridicat,1.0
CO103815,Compania A815 Bălți SRL,SRL,A-Agricultură,Strășeni,Mici,2007,18,13,3096186.36,3661074.15,1299852.05,2361222.1,970095.93,370946.23,116576.54,0.1332,0.0318,4.24,1.52,0.99,-0.012,0.26,0.027,0.042,-0.001,0.0097,0,8,11,15555672.61,15316642.67,2.847,Sever,0.94
CO103816,Compania F816 Drochia SA,SA,F-Construcții,Călărași,Mari,1999,26,765,797201617.77,644013585.27,178317045.76,465696539.5,112295040.11,28024759.2,7550726.83,0.2156,0.1321,15.31,1.8,1.16,0.094,0.224,0.163,0.226,0.112,0.0,0,12,13,123492206.57,290675089.38,0.148,Scăzut,0.963
CO103817,Compania H817 Strășeni II,II,H-Transport&Depozitare,Nisporeni,Micro,2024,1,7,1849207.08,1968962.91,703675.59,1265287.32,383381.42,148321.62,19756.04,0.1465,0.1304,8.54,1.49,1.25,0.156,-0.193,0.122,0.191,0.087,0.0049,0,14,13,24409549.45,21942922.07,7.223,Sever,0.95
CO103818,Compania D818 Ștefan Vodă SRL,SRL,D-Energie/Electricitate,Glodeni,Mijlocii,2009,16,111,159253315.36,174717886.19,124303832.72,50414053.47,56482371.08,21647624.9,8227619.47,-0.0382,-0.0954,0.0,0.99,0.58,-0.064,0.231,-0.087,-0.301,-0.03,0.0647,0,12,13,15581555.46,28522906.54,0.089,Foarte scăzut,0.815
CO103819,Compania A819 Glodeni SRL,SRL,A-Agricultură,Criuleni,Micro,2008,17,6,1711063.48,2297673.19,555731.25,1741941.94,383347.73,108670.21,24139.31,0.0457,0.0109,2.05,1.8,1.47,0.083,0.273,0.008,0.011,0.115,0.0069,0,10,5,12587881.39,4273040.5,2.267,Sever,0.936
CO103820,Compania A820 Leova SRL,SRL,A-Agricultură,Soroca,Micro,2013,12,7,3266309.21,4213840.26,1544257.82,2669582.44,624673.43,463086.27,51925.03,0.1236,0.0537,8.58,1.28,1.24,0.213,0.097,0.042,0.066,-0.074,0.0072,0,10,10,7323958.27,31266367.58,1.106,Ridicat,0.814
CO103821,Compania G821 Strășeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Taraclia,Micro,2016,9,9,1716130.64,2577533.19,1471658.76,1105874.42,854630.39,430297.99,77570.38,0.2422,0.2138,5.57,2.23,1.88,0.105,-0.068,0.142,0.332,0.157,0.0014,0,12,11,43902981.3,14642566.8,10.0,Sever,0.918
CO103822,Compania A822 Anenii Noi SRL,SRL,A-Agricultură,Șoldănești,Micro,2015,10,6,2011878.15,2996404.39,1723225.87,1273178.52,1258688.38,343825.76,97147.05,0.335,0.25,4.29,1.18,0.77,-0.154,0.15,0.168,0.395,0.151,0.0291,0,13,15,13339720.63,15228559.26,3.04,Sever,0.704
CO103823,Compania J823 Dondușeni SRL,SRL,J-Informații&Comunicații,Edineț,Mici,1992,33,52,8645435.16,8561130.55,7386884.11,1174246.44,4080192.13,876424.12,340988.12,0.0651,0.0133,1.57,1.16,0.62,0.126,0.032,0.013,0.098,0.108,0.0848,0,8,13,5577296.13,13332490.27,1.464,Ridicat,0.881
CO103824,Compania C824 Căușeni SRL,SRL,C-Industrie prelucrătoare,Sîngerei,Mari,2016,9,691,2332285162.8,2155487749.77,914305638.48,1241182111.29,621483823.56,129222483.75,40549855.12,0.0429,-0.0267,1.52,1.02,0.71,0.075,0.124,-0.029,-0.05,-0.21,0.0033,0,12,10,62387392.64,250412814.36,0.026,Foarte scăzut,0.96
CO103825,Compania G825 Ialoveni SRL,SRL,G-Comerț cu ridicata&amănuntul,Șoldănești,Mici,1992,33,37,18014078.59,22115906.23,17952085.58,4163820.65,10273027.17,5228739.97,1560315.31,-0.0285,-0.0689,0.0,1.22,0.7,0.115,0.03,-0.056,-0.298,0.149,0.0829,0,10,9,19873281.14,6808031.86,1.528,Ridicat,0.948
CO103826,Compania R826 Ialoveni SRL,SRL,R-Cultură&Recreere,Cimișlia,Micro,2023,2,1,1576180.04,1534307.93,1078271.29,456036.65,673885.88,282834.83,36025.88,0.1627,0.0572,4.79,0.88,0.58,0.005,0.006,0.059,0.198,0.043,0.1074,0,6,6,4945156.61,6945398.42,7.519,Sever,0.988
CO103827,Compania G827 Căușeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Fălești,Mici,2013,12,57,42124717.62,51365859.55,35875249.03,15490610.52,15250692.49,5791577.6,1693664.13,0.2183,0.225,7.63,1.05,0.98,-0.222,0.125,0.184,0.5,0.082,0.0118,0,8,16,21988649.2,43209321.39,0.54,Moderat,0.961
CO103828,Compania C828 Dubăsari SRL,SRL,C-Industrie prelucrătoare,Leova,Micro,1996,29,7,855263.97,1099620.57,248937.97,850682.6,90316.92,26894.08,18209.5,0.1684,0.0728,18.5,1.91,1.45,0.223,0.087,0.057,0.073,-0.08,0.0015,0,9,7,14541660.83,2497748.87,5.239,Sever,0.939
CO103829,Compania G829 Telenești SRL,SRL,G-Comerț cu ridicata&amănuntul,Ialoveni,Micro,2002,23,6,2267127.21,3368611.32,2017220.8,1351390.53,1235527.59,279424.27,40926.79,0.1717,0.1354,3.77,1.25,1.12,0.0,-0.005,0.091,0.227,-0.016,0.0371,0,9,9,33443297.31,4649385.92,6.794,Sever,0.98
CO103830,Compania C830 Florești SRL,SRL,C-Industrie prelucrătoare,Criuleni,Micro,2005,20,6,2523978.54,3344090.64,1430466.5,1913624.14,685104.77,235131.58,129428.3,0.048,0.0043,1.5,1.68,1.04,0.172,0.069,0.003,0.006,-0.273,0.0248,0,11,9,5911932.77,5625151.42,0.848,Ridicat,0.824
CO103831,Compania G831 Dubăsari SRL,SRL,G-Comerț cu ridicata&amănuntul,Căușeni,Micro,2001,24,10,2349348.05,2697145.37,824980.02,1872165.35,327802.08,160759.66,21563.19,0.0056,-0.0488,0.47,1.54,1.52,0.126,0.245,-0.043,-0.061,0.011,0.0308,0,7,11,22013407.98,7605533.93,2.968,Sever,0.997
CO103832,Compania B832 Rîșcani SRL,SRL,B-Extragere,Soroca,Mici,2012,13,36,13311481.66,13405280.47,8959387.72,4445892.75,5688542.46,1641705.94,392768.07,0.2663,0.1992,3.29,1.95,1.36,0.23,0.447,0.198,0.5,0.482,0.0011,0,11,14,32667387.1,10309784.66,2.281,Sever,0.922
CO103833,Compania A833 Dondușeni SRL,SRL,A-Agricultură,Rezina,Mari,2021,4,809,612386704.51,570702749.77,269808646.07,300894103.7,201313158.97,33195316.05,6549696.12,0.1837,0.1154,11.22,1.65,1.45,-0.016,0.162,0.124,0.235,0.152,0.0002,0,9,8,32699210.27,105548031.03,0.044,Foarte scăzut,0.932
CO103834,Compania C834 Ocnița SRL,SRL,C-Industrie prelucrătoare,Rezina,Mici,2017,8,9,3879566.7,4889116.86,2225980.81,2663136.05,1469462.94,321046.56,106262.83,-0.012,-0.0845,0.0,1.21,0.82,0.038,-0.104,-0.067,-0.123,0.076,0.0936,0,11,11,6653762.82,6411473.47,0.89,Ridicat,0.808
CO103835,Compania M835 Ștefan Vodă ÎM,ÎM,M-Servicii profesionale,Dubăsari,Micro,2008,17,5,1330550.44,1900554.11,951180.02,949374.1,340137.75,188067.58,66034.17,0.1877,0.1424,5.32,2.05,1.74,0.391,0.186,0.1,0.2,-0.134,0.0023,0,7,3,18161051.35,3596761.19,8.055,Sever,0.971
CO103836,Compania G836 Telenești SRL,SRL,G-Comerț cu ridicata&amănuntul,Glodeni,Mici,2004,21,39,7738942.01,9299704.14,5333062.38,3966641.76,2844990.07,771353.17,370953.65,0.1371,0.0766,4.25,1.7,1.57,-0.067,-0.107,0.064,0.149,0.111,0.0063,0,14,6,20232311.44,6013829.29,1.527,Ridicat,0.8
CO103837,Compania A837 Florești SRL,SRL,A-Agricultură,Briceni,Mijlocii,1997,28,74,51156248.83,54382335.69,38971843.7,15410492.0,17084122.09,9278239.66,854173.54,0.1023,0.0218,3.74,0.95,0.63,0.069,0.342,0.02,0.072,-0.236,0.033,0,14,5,6337673.54,2809019.09,0.166,Scăzut,0.685
CO103838,Compania M838 Dubăsari SRL,SRL,M-Servicii profesionale,Cimișlia,Mijlocii,1992,33,140,35111830.59,35813532.5,12530378.37,23283154.13,4641663.09,3657063.41,930583.72,0.1903,0.136,9.06,0.86,0.65,0.193,0.487,0.133,0.205,-0.115,0.0057,0,7,11,6535145.75,21672247.58,0.111,Scăzut,0.964
CO103839,Compania C839 UTA Găgăuzia SRL,SRL,C-Industrie prelucrătoare,Orhei,Micro,2012,13,10,1541178.96,2247962.6,756977.94,1490984.66,268190.5,85069.4,16522.73,-0.0034,-0.0527,0.0,1.68,1.38,-0.087,0.426,-0.036,-0.054,0.034,0.0455,0,9,7,8205187.63,12396958.35,3.113,Sever,0.945
CO103840,Compania G840 Strășeni SA,SA,G-Comerț cu ridicata&amănuntul,Fălești,Micro,2015,10,6,6412826.66,6403950.62,4261925.67,2142024.95,2260092.25,1053078.7,313098.8,0.0661,0.0568,1.3,0.9,0.43,0.12,0.068,0.057,0.17,-0.142,0.1703,0,16,8,14894658.01,30496351.79,2.023,Sever,0.776
CO103841,Compania M841 Șoldănești SA,SA,M-Servicii profesionale,Bălți,Micro,2007,18,9,2355186.11,3631611.77,1328342.3,2303269.47,552917.37,167803.33,115795.89,0.0655,0.013,3.24,2.37,2.44,0.235,0.119,0.008,0.013,0.065,0.001,0,8,14,7940630.3,18769638.89,1.13,Ridicat,0.984
CO103842,Compania G842 Dubăsari ÎM,ÎM,G-Comerț cu ridicata&amănuntul,Dubăsari,Micro,2002,23,8,1812599.37,2710057.91,1155259.58,1554798.32,494543.6,121621.69,60746.24,0.047,-0.0209,1.18,1.88,1.34,-0.07,0.165,-0.014,-0.024,0.075,0.017,0,10,7,10388742.66,3051845.2,2.493,Sever,0.947
CO103843,Compania I843 Cimișlia SRL,SRL,I-HoReCa,Hîncești,Mici,1998,27,36,5648873.86,5002543.24,2182159.85,2820383.38,833790.54,334758.95,212484.75,0.0189,-0.0371,0.85,1.1,0.98,0.044,0.137,-0.042,-0.074,0.454,0.043,0,8,10,1655001.0,25586398.33,0.213,Scăzut,0.906
CO103844,Compania R844 Cahul SRL,SRL,R-Cultură&Recreere,Călărași,Mici,2003,22,27,6199958.17,6406192.97,1590863.91,4815329.07,662163.82,264226.57,82364.21,0.1309,0.0298,10.98,1.06,0.5,0.004,0.421,0.029,0.038,0.107,0.0073,0,12,5,52403955.92,2485682.48,6.327,Sever,0.922
CO103845,Compania F845 Rezina SA,SA,F-Construcții,Ocnița,Mari,2021,4,388,983109289.48,780443624.71,449928244.95,330515379.76,297454426.94,49572715.87,19885687.54,0.0917,0.0384,3.05,1.73,1.4,0.103,-0.097,0.048,0.114,-0.002,0.0006,0,17,10,29899184.87,123020760.1,0.044,Foarte scăzut,0.747
CO103846,Compania F846 Rezina SRL,SRL,F-Construcții,Șoldănești,Micro,2020,5,11,673591.86,1000000.0,598767.07,401232.93,225289.07,115214.05,21472.21,0.072,0.0125,2.02,1.35,0.81,0.05,-0.006,0.008,0.021,0.034,0.0759,0,9,10,8518935.56,2981158.36,7.664,Sever,0.966
CO103847,Compania J847 Fălești SA,SA,J-Informații&Comunicații,Rîșcani,Micro,1999,26,4,5198715.09,7675691.35,2441686.18,5234005.17,1448579.8,697278.94,63256.49,0.1898,0.1571,5.42,1.46,0.91,0.159,-0.108,0.106,0.156,0.065,0.0033,0,16,14,26068953.82,21369831.11,2.965,Sever,0.89
CO103848,Compania C848 Călărași SRL,SRL,C-Industrie prelucrătoare,Florești,Micro,1993,32,12,2608627.53,3891948.56,2367518.35,1524430.21,1411696.53,378927.66,86415.22,0.0603,0.041,1.02,1.55,1.02,0.107,0.048,0.027,0.07,0.33,0.0248,0,9,6,14155608.22,2710888.04,4.178,Sever,0.888
CO103849,Compania M849 Taraclia SRL,SRL,M-Servicii profesionale,Leova,Mici,2001,24,39,6807989.9,7050343.15,5271106.0,1779237.16,3043677.13,1381259.93,169249.36,0.0434,-0.0084,0.72,1.04,0.64,0.066,0.334,-0.008,-0.032,-0.218,0.225,1,15,13,13508860.31,10928081.15,2.55,Sever,0.752
CO103850,Compania M850 Strășeni SRL,SRL,M-Servicii profesionale,Anenii Noi,Mici,2008,17,55,5066611.54,4697092.74,2677072.15,2020020.58,971560.18,439320.11,251095.38,0.2692,0.1913,13.18,0.86,0.83,0.375,-0.056,0.206,0.48,-0.313,0.0237,0,8,11,4902379.6,17908661.64,0.939,Ridicat,0.891
CO103851,Compania L851 Rîșcani SA,SA,L-Imobiliare,Nisporeni,Micro,2019,6,10,5015953.77,7538493.18,3757761.89,3780731.29,2701308.51,1039401.27,324179.23,0.1905,0.1205,2.45,1.44,1.04,-0.174,0.207,0.08,0.16,0.053,0.0216,0,8,9,5811335.94,9483656.16,0.488,Moderat,0.941
CO103852,Compania H852 Florești SRL,SRL,H-Transport&Depozitare,Soroca,Micro,1992,33,3,3282123.54,3593327.25,1965163.15,1628164.11,1467625.56,199375.14,175870.69,0.0708,0.0323,1.27,1.44,0.96,0.126,0.02,0.03,0.065,0.081,0.0364,0,8,13,15572574.89,12880645.66,2.179,Sever,0.961
CO103853,Compania L853 Cantemir SRL,SRL,L-Imobiliare,Rîșcani,Mijlocii,2016,9,119,74448985.59,55447741.76,33264963.16,22182778.59,17070347.99,8782628.9,840001.9,0.2192,0.2268,9.87,1.01,0.53,0.163,0.277,0.3,0.5,0.178,0.0035,0,9,15,12436750.81,41622975.98,0.215,Scăzut,0.95
CO103854,Compania F854 Chișinău SRL,SRL,F-Construcții,Rîșcani,Mijlocii,2009,16,65,106066907.18,107121923.31,74538304.18,32583619.13,51525894.77,16457938.27,2615324.8,0.1238,0.0305,1.5,0.86,0.92,0.132,0.094,0.03,0.099,0.212,0.022,0,8,8,6037983.22,22791254.44,0.086,Foarte scăzut,0.87
CO103855,Compania N855 Dondușeni SRL,SRL,N-Servicii administrative,Ștefan Vodă,Micro,1999,26,10,1413369.69,2097044.52,1015037.19,1082007.34,381853.04,233751.89,98260.04,0.0325,-0.0174,1.59,1.03,0.67,-0.011,0.314,-0.012,-0.023,-0.096,0.1491,0,8,13,10025440.31,10274616.04,3.832,Sever,0.948
CO103856,Compania J856 Ștefan Vodă SRL,SRL,J-Informații&Comunicații,Hîncești,Mici,2004,21,41,18372895.22,23432231.17,13543308.59,9888922.58,5402197.56,2853563.29,667305.43,0.1731,0.1612,4.86,1.67,1.35,-0.004,0.226,0.126,0.3,0.072,0.0032,0,12,12,5964063.22,9107578.85,0.173,Scăzut,0.716
